#{"t_start": 1761561634.0887206, "env_id": "None"}
0.9,2,11.646481
0.1,10,11.655481
0.8,3,11.657481
1.0,1,11.660482
0.7,4,11.665479
0.5,6,11.669509
1.0,1,11.669509
1.0,1,11.672509
0.5,6,11.676482
0.3,8,11.683481
1.0,1,11.684481
0.8,3,11.686481
0.5,6,11.693521
0.7,4,11.697481
0.8,3,11.69848
0.8,3,11.701478
0.6,5,11.705515
0.2,9,11.713547
0.9,2,11.71455
0.9,2,11.718515
0.9,2,11.719515
0.3,8,11.727029
0.8,3,11.730024
0.5,6,11.734024
0.9,2,11.737024
0.6,5,11.741024
0.7,4,11.743024
1.0,1,11.744023
0.7,4,11.747024
0.6,5,11.753024
0.4,7,11.759023
1.0,1,11.761028
1.0,1,11.762024
0.6,5,11.765023
0.7,4,11.768059
0.6,5,11.773027
0.9,2,11.777024
0.9,2,11.777024
1.0,1,11.779024
0.9,2,11.782059
0.8,3,11.784059
0.9,2,11.785054
0.2,9,11.792024
0.5,6,11.796024
1.0,1,11.796024
1.0,1,11.798024
0.6,5,11.802023
0.3,8,11.809031
0.5,6,11.813028
0.3,8,11.82106
0.7,4,11.824626
0.7,4,11.827627
0.5,6,11.833596
0.7,4,11.8376
0.0,11,11.847598
0.5,6,11.851597
0.7,4,11.854596
0.9,2,11.856598
0.8,3,11.857597
0.5,6,11.865599
1.0,1,11.865599
0.7,4,11.868599
0.9,2,11.871599
0.5,6,11.875599
1.0,1,11.875599
0.5,6,11.88263
0.7,4,11.886598
1.0,1,11.886598
0.1,10,11.894626
0.8,3,11.897597
0.5,6,11.902596
0.4,7,11.908599
0.4,7,11.912615
1.0,1,11.914599
0.6,5,11.918599
0.8,3,11.922634
0.6,5,11.926184
0.9,2,11.927185
0.5,6,11.933183
0.5,6,11.938181
0.8,3,11.941181
1.0,1,11.941181
0.5,6,11.947216
0.5,6,11.952184
0.5,6,11.959216
1.0,1,11.959216
0.5,6,11.964181
1.0,1,11.964181
0.8,3,11.967182
1.0,1,11.969185
0.6,5,11.972213
0.6,5,11.977184
0.9,2,11.980212
1.0,1,11.980212
0.7,4,11.984185
1.0,1,11.984185
1.0,1,11.986186
1.0,1,11.987184
0.8,3,11.990184
0.8,3,11.993184
0.1,10,12.003185
0.9,2,12.004184
1.0,1,12.007192
0.5,6,12.01224
0.9,2,12.014235
0.9,2,12.015233
0.9,2,12.017234
0.6,5,12.020228
1.0,1,12.021199
0.4,7,12.027707
1.0,1,12.028707
0.5,6,12.033707
0.6,5,12.037709
0.7,4,12.040743
1.0,1,12.040743
1.0,1,12.041743
0.5,6,12.047743
1.0,1,12.047743
1.0,1,12.047743
0.8,3,12.053737
0.5,6,12.058737
0.5,6,12.062737
0.9,2,12.064741
0.4,7,12.068709
0.7,4,12.072712
0.6,5,12.077707
0.7,4,12.08171
0.7,4,12.085708
0.3,8,12.091737
0.2,9,12.099709
0.8,3,12.103746
0.9,2,12.104743
0.9,2,12.108718
1.0,1,12.108718
0.9,2,12.109717
0.9,2,12.111717
0.7,4,12.114751
0.7,4,12.117714
0.6,5,12.121714
0.5,6,12.128222
1.0,1,12.129221
1.0,1,12.129221
1.0,1,12.129221
0.8,3,12.133227
0.4,7,12.140223
1.0,1,12.140223
1.0,1,12.140223
0.9,2,12.14326
0.8,3,12.145257
0.5,6,12.152227
0.6,5,12.155227
0.7,4,12.158227
0.6,5,12.162226
0.5,6,12.167224
0.7,4,12.171224
0.8,3,12.174224
0.8,3,12.177224
0.5,6,12.181287
0.8,3,12.183223
0.2,9,12.191221
1.0,1,12.191221
0.2,9,12.199252
0.7,4,12.202253
1.0,1,12.203252
0.4,7,12.209285
1.0,1,12.210285
0.4,7,12.215255
1.0,1,12.216255
-0.5,16,12.227768
0.8,3,12.231767
0.5,6,12.235766
0.7,4,12.237767
0.5,6,12.243769
1.0,1,12.243769
0.9,2,12.244769
0.9,2,12.248768
0.7,4,12.251768
0.6,5,12.254766
0.6,5,12.257766
0.2,9,12.267767
0.3,8,12.272767
0.7,4,12.276768
0.1,10,12.284769
1.0,1,12.285768
0.5,6,12.291767
0.9,2,12.291767
0.6,5,12.297766
0.2,9,12.304766
0.4,7,12.309775
0.7,4,12.314775
1.0,1,12.315776
0.6,5,12.318776
1.0,1,12.318776
0.1,10,12.327201
0.9,2,12.3282
0.2,9,12.338204
1.0,1,12.338204
0.6,5,12.342202
0.6,5,12.346237
0.2,9,12.356204
0.7,4,12.361202
0.5,6,12.366204
0.9,2,12.368203
0.9,2,12.369203
0.6,5,12.373203
0.8,3,12.376203
0.8,3,12.379203
1.0,1,12.380203
0.8,3,12.383203
1.0,1,12.385205
0.7,4,12.388231
0.7,4,12.392232
0.9,2,12.394231
0.9,2,12.395231
0.6,5,12.399231
1.0,1,12.401231
1.0,1,12.402231
0.6,5,12.407204
-0.4,15,12.41921
0.8,3,12.424722
0.8,3,12.425722
1.0,1,12.427723
0.9,2,12.428722
0.3,8,12.434725
0.9,2,12.438723
0.4,7,12.443722
0.3,8,12.450758
1.0,1,12.452752
0.5,6,12.456751
0.5,6,12.463723
0.8,3,12.464723
0.4,7,12.471751
1.0,1,12.471751
0.9,2,12.474723
0.6,5,12.47875
0.6,5,12.481724
0.7,4,12.484751
0.4,7,12.489752
0.7,4,12.49275
0.6,5,12.497751
0.5,6,12.502721
0.7,4,12.50572
0.6,5,12.508724
0.9,2,12.510724
0.4,7,12.515728
0.6,5,12.521755
0.4,7,12.526106
1.0,1,12.528106
0.2,9,12.535106
0.7,4,12.540107
0.8,3,12.542107
1.0,1,12.543106
0.8,3,12.54611
0.8,3,12.547107
0.6,5,12.555106
0.3,8,12.562105
0.5,6,12.566106
1.0,1,12.567105
0.9,2,12.569105
0.9,2,12.572108
0.9,2,12.574108
0.6,5,12.578107
0.7,4,12.583108
0.9,2,12.586106
0.3,8,12.595104
0.5,6,12.599103
0.4,7,12.605106
0.7,4,12.608112
0.5,6,12.613147
0.8,3,12.618112
0.9,2,12.620112
0.9,2,12.621112
0.5,6,12.627625
0.3,8,12.634626
0.6,5,12.637626
0.6,5,12.641625
0.9,2,12.644652
1.0,1,12.644652
0.5,6,12.647652
0.6,5,12.654623
0.6,5,12.659622
0.4,7,12.666651
1.0,1,12.666651
0.7,4,12.669651
0.9,2,12.670658
0.8,3,12.673626
0.7,4,12.677623
0.8,3,12.679622
0.9,2,12.680624
0.7,4,12.685622
0.7,4,12.688624
1.0,1,12.692624
0.6,5,12.696652
0.4,7,12.703652
1.0,1,12.704624
0.9,2,12.705656
0.9,2,12.707659
1.0,1,12.708702
1.0,1,12.708702
0.7,4,12.715692
1.0,1,12.717666
1.0,1,12.718666
0.3,8,12.725236
1.0,1,12.726234
1.0,1,12.726234
0.9,2,12.729234
0.8,3,12.732233
0.7,4,12.736233
0.9,2,12.737233
0.8,3,12.742233
1.0,1,12.742233
0.9,2,12.744234
0.5,6,12.748233
0.7,4,12.751233
0.5,6,12.757266
1.0,1,12.758267
0.6,5,12.762234
0.7,4,12.765232
0.7,4,12.768233
0.5,6,12.776233
0.5,6,12.779233
0.8,3,12.781234
0.5,6,12.786233
1.0,1,12.789231
1.0,1,12.789231
0.9,2,12.790231
0.8,3,12.793231
0.7,4,12.796261
0.5,6,12.802232
0.5,6,12.807231
0.3,8,12.813234
0.7,4,12.817242
1.0,1,12.817242
0.4,7,12.824779
0.5,6,12.830807
0.6,5,12.834807
0.9,2,12.835778
1.0,1,12.837807
1.0,1,12.837807
0.7,4,12.842777
0.8,3,12.845778
0.5,6,12.850778
0.6,5,12.854778
0.7,4,12.857806
0.6,5,12.863779
0.5,6,12.867812
0.7,4,12.870777
0.6,5,12.874775
1.0,1,12.876776
0.7,4,12.881806
1.0,1,12.882806
0.9,2,12.882806
0.7,4,12.885806
0.8,3,12.888806
0.6,5,12.891806
1.0,1,12.893807
1.0,1,12.893807
1.0,1,12.894793
0.8,3,12.898778
0.4,7,12.906806
1.0,1,12.906806
1.0,1,12.906806
1.0,1,12.907806
0.9,2,12.90984
0.4,7,12.917845
0.5,6,12.92184
0.3,8,12.927383
1.0,1,12.927383
0.8,3,12.930383
1.0,1,12.932386
0.3,8,12.938383
1.0,1,12.940384
0.3,8,12.946387
0.5,6,12.950386
0.7,4,12.953387
1.0,1,12.954415
0.5,6,12.959418
0.8,3,12.962414
0.9,2,12.962414
0.6,5,12.968386
0.5,6,12.973386
0.9,2,12.97439
0.3,8,12.980414
0.6,5,12.986419
0.5,6,12.991383
0.5,6,12.997386
0.6,5,13.000386
0.6,5,13.004386
0.7,4,13.007384
0.8,3,13.012389
0.9,2,13.01339
1.0,1,13.01539
0.6,5,13.018389
0.6,5,13.021389
1.0,1,13.021389
1.0,1,13.024919
0.9,2,13.025941
0.6,5,13.030909
0.7,4,13.034935
0.8,3,13.039934
1.0,1,13.039934
0.4,7,13.044934
1.0,1,13.045934
0.9,2,13.047935
0.8,3,13.050905
1.0,1,13.050905
0.5,6,13.054907
0.8,3,13.059911
0.6,5,13.062907
0.4,7,13.069909
0.5,6,13.074907
0.6,5,13.077907
0.6,5,13.080907
-0.1,12,13.090905
0.9,2,13.094951
1.0,1,13.095935
1.0,1,13.095935
0.8,3,13.098939
0.3,8,13.10594
0.9,2,13.107906
0.6,5,13.112915
1.0,1,13.113914
0.8,3,13.116911
0.7,4,13.119909
0.9,2,13.120914
0.9,2,13.124432
0.9,2,13.124432
0.8,3,13.127431
1.0,1,13.127431
0.8,3,13.13343
0.5,6,13.136432
0.9,2,13.138432
1.0,1,13.139432
0.5,6,13.144432
1.0,1,13.144432
0.3,8,13.152434
1.0,1,13.153434
0.9,2,13.158448
0.7,4,13.164433
0.8,3,13.168433
0.1,10,13.180433
0.4,7,13.191434
0.5,6,13.199433
0.8,3,13.203433
1.0,1,13.204433
1.0,1,13.205433
0.2,9,13.216438
0.5,6,13.22895
0.3,8,13.235949
0.7,4,13.240949
1.0,1,13.240949
0.6,5,13.246952
0.2,9,13.253952
0.9,2,13.253952
0.5,6,13.26195
0.7,4,13.26495
0.8,3,13.26898
0.9,2,13.26998
0.5,6,13.275955
1.0,1,13.277952
0.2,9,13.284981
1.0,1,13.284981
0.6,5,13.290953
0.6,5,13.294954
0.8,3,13.297953
0.7,4,13.300952
1.0,1,13.301951
0.7,4,13.304949
1.0,1,13.304949
0.7,4,13.309957
1.0,1,13.310957
0.6,5,13.315957
0.5,6,13.318957
0.9,2,13.32196
0.1,10,13.331472
0.8,3,13.334471
0.5,6,13.338471
0.5,6,13.344471
0.8,3,13.346472
0.9,2,13.348471
0.9,2,13.351472
0.3,8,13.358469
0.5,6,13.362469
1.0,1,13.362469
1.0,1,13.364469
0.8,3,13.365468
1.0,1,13.368472
0.6,5,13.373499
0.8,3,13.376499
0.9,2,13.379472
0.5,6,13.385472
-0.2,13,13.396471
0.9,2,13.396471
0.4,7,13.403472
0.9,2,13.407474
0.6,5,13.411518
0.5,6,13.415482
0.8,3,13.418482
0.7,4,13.421482
0.8,3,13.425993
0.7,4,13.428993
0.5,6,13.433993
1.0,1,13.436994
1.0,1,13.436994
0.4,7,13.442993
0.1,10,13.44899
0.7,4,13.45299
0.7,4,13.455991
0.9,2,13.45899
1.0,1,13.460991
1.0,1,13.460991
0.6,5,13.464989
0.4,7,13.47099
1.0,1,13.47099
0.4,7,13.47699
1.0,1,13.477989
0.5,6,13.485991
0.7,4,13.489007
0.7,4,13.491992
1.0,1,13.493994
0.9,2,13.496993
0.5,6,13.500992
0.7,4,13.503992
0.5,6,13.510997
0.8,3,13.511996
0.7,4,13.515994
0.6,5,13.521997
0.9,2,13.521997
0.8,3,13.525509
1.0,1,13.527509
0.6,5,13.531511
0.7,4,13.533511
0.9,2,13.536511
1.0,1,13.536511
1.0,1,13.536511
0.9,2,13.539511
1.0,1,13.539511
0.7,4,13.542508
0.6,5,13.548512
0.3,8,13.557508
0.4,7,13.564537
0.5,6,13.570509
0.0,11,13.578537
0.6,5,13.584509
0.9,2,13.585508
1.0,1,13.585508
0.8,3,13.589505
0.8,3,13.59251
0.9,2,13.593509
0.9,2,13.597509
0.4,7,13.602509
0.7,4,13.605509
-0.1,12,13.617513
1.0,1,13.617513
0.3,8,13.623076
0.7,4,13.626111
0.4,7,13.63108
0.9,2,13.63208
0.8,3,13.63508
0.9,2,13.637098
0.8,3,13.640083
0.5,6,13.645083
0.4,7,13.649083
0.6,5,13.654084
1.0,1,13.654084
1.0,1,13.655083
0.5,6,13.662084
0.9,2,13.663083
1.0,1,13.663083
0.9,2,13.66811
0.8,3,13.671081
1.0,1,13.671081
1.0,1,13.672081
0.6,5,13.67508
0.3,8,13.681082
0.6,5,13.687084
0.6,5,13.692084
0.6,5,13.695082
0.8,3,13.697083
0.5,6,13.703086
1.0,1,13.705086
0.6,5,13.708085
0.4,7,13.714094
0.5,6,13.718091
0.2,9,13.725595
-0.4,15,13.739627
1.0,1,13.739627
0.9,2,13.742626
0.3,8,13.748596
0.9,2,13.750596
0.9,2,13.752597
0.8,3,13.755596
0.2,9,13.760596
0.0,11,13.771626
0.7,4,13.775598
0.4,7,13.778597
0.6,5,13.784599
0.5,6,13.788599
0.8,3,13.790601
0.8,3,13.795599
1.0,1,13.795599
1.0,1,13.796598
0.7,4,13.799595
1.0,1,13.799595
0.8,3,13.801596
0.5,6,13.806595
1.0,1,13.807595
0.9,2,13.807595
0.3,8,13.815603
1.0,1,13.819603
0.7,4,13.824108
1.0,1,13.824108
1.0,1,13.824108
0.4,7,13.832109
1.0,1,13.833108
1.0,1,13.833108
0.4,7,13.83911
0.3,8,13.847125
1.0,1,13.84811
0.6,5,13.856112
0.7,4,13.859108
1.0,1,13.860112
0.9,2,13.861109
0.5,6,13.868108
0.4,7,13.874108
0.4,7,13.87811
0.6,5,13.883108
0.9,2,13.883108
0.9,2,13.88611
0.8,3,13.889111
1.0,1,13.891111
0.1,10,13.898109
0.9,2,13.900111
0.7,4,13.903111
0.4,7,13.907115
0.6,5,13.914119
0.5,6,13.919117
0.7,4,13.922115
0.9,2,13.924623
0.6,5,13.929625
0.5,6,13.933625
1.0,1,13.935626
1.0,1,13.935626
0.5,6,13.940627
0.2,9,13.950624
0.7,4,13.954626
0.8,3,13.955625
0.8,3,13.957624
0.9,2,13.959625
0.7,4,13.965628
0.7,4,13.969653
0.6,5,13.973627
0.7,4,13.977623
0.8,3,13.980623
0.5,6,13.983653
0.7,4,13.986626
0.9,2,13.989626
0.3,8,13.994625
0.8,3,13.995625
0.0,11,14.00663
0.4,7,14.013635
0.3,8,14.020638
0.5,6,14.024154
0.3,8,14.029154
0.6,5,14.034178
0.9,2,14.035187
0.8,3,14.03715
0.3,8,14.04318
0.5,6,14.046179
1.0,1,14.050152
1.0,1,14.051152
0.9,2,14.051152
0.4,7,14.057151
0.6,5,14.06015
1.0,1,14.062151
0.6,5,14.065151
0.7,4,14.06916
0.5,6,14.074152
0.6,5,14.079179
0.3,8,14.087148
0.6,5,14.090179
0.8,3,14.093179
0.7,4,14.096181
0.7,4,14.100168
0.9,2,14.101151
0.6,5,14.105151
0.9,2,14.107158
0.6,5,14.110157
0.8,3,14.112157
0.4,7,14.120157
0.6,5,14.123157
0.6,5,14.125669
0.7,4,14.128668
1.0,1,14.129673
-0.2,13,14.141697
0.7,4,14.144696
0.5,6,14.148669
0.5,6,14.155668
1.0,1,14.155668
0.6,5,14.160669
0.9,2,14.162697
0.8,3,14.163697
0.9,2,14.166696
0.5,6,14.169696
1.0,1,14.171696
0.9,2,14.172697
0.7,4,14.174696
0.8,3,14.178667
0.7,4,14.18167
1.0,1,14.183669
0.7,4,14.187668
1.0,1,14.187668
0.5,6,14.194668
1.0,1,14.195673
0.8,3,14.198674
1.0,1,14.199667
0.7,4,14.202666
0.4,7,14.207669
0.9,2,14.207669
0.5,6,14.217674
0.5,6,14.221672
0.9,2,14.224182
1.0,1,14.224182
1.0,1,14.225184
0.5,6,14.23218
0.1,10,14.239214
0.9,2,14.241178
0.8,3,14.244178
0.8,3,14.245178
0.7,4,14.250208
0.3,8,14.256183
0.5,6,14.26318
0.5,6,14.266178
0.3,8,14.272208
0.8,3,14.275217
0.0,11,14.283209
0.9,2,14.283209
0.5,6,14.289178
0.6,5,14.292177
0.8,3,14.297178
1.0,1,14.297178
1.0,1,14.298178
0.4,7,14.303178
0.7,4,14.307182
1.0,1,14.307182
0.8,3,14.311187
0.3,8,14.316187
0.8,3,14.318187
0.6,5,14.322188
0.6,5,14.326705
0.8,3,14.329706
0.7,4,14.332705
1.0,1,14.332705
0.9,2,14.334706
0.6,5,14.339706
1.0,1,14.339706
0.8,3,14.342708
0.6,5,14.346707
0.5,6,14.351736
0.8,3,14.356709
0.6,5,14.359736
0.8,3,14.362736
0.7,4,14.365738
0.6,5,14.371709
0.0,11,14.380708
0.9,2,14.380708
0.5,6,14.387708
0.7,4,14.390708
0.9,2,14.390708
0.6,5,14.395708
1.0,1,14.397708
0.6,5,14.402708
0.7,4,14.405709
1.0,1,14.40671
1.0,1,14.40671
0.7,4,14.409714
0.9,2,14.412714
0.6,5,14.415715
0.3,8,14.421714
0.7,4,14.426227
1.0,1,14.427227
0.9,2,14.429227
0.8,3,14.433227
0.8,3,14.435226
1.0,1,14.437225
0.5,6,14.441226
0.4,7,14.446225
0.6,5,14.450227
-1.1,22,14.46923
1.0,1,14.471227
0.4,7,14.476227
0.7,4,14.480228
0.9,2,14.480228
0.9,2,14.484237
0.9,2,14.485229
0.8,3,14.487229
1.0,1,14.488227
0.2,9,14.494225
1.0,1,14.497256
1.0,1,14.499229
0.5,6,14.503228
0.7,4,14.506227
1.0,1,14.507227
0.7,4,14.511236
0.6,5,14.516232
0.6,5,14.52023
1.0,1,14.52123
0.9,2,14.523232
1.0,1,14.524296
0.9,2,14.528268
0.3,8,14.534267
0.9,2,14.534267
0.7,4,14.537267
0.5,6,14.543272
0.9,2,14.544268
0.9,2,14.5473
1.0,1,14.5473
0.9,2,14.548296
0.8,3,14.551295
0.2,9,14.561268
-0.1,12,14.570265
0.7,4,14.573265
0.8,3,14.576268
0.5,6,14.582268
1.0,1,14.583267
-0.1,12,14.592268
0.6,5,14.595267
0.7,4,14.598268
0.2,9,14.604267
0.6,5,14.611269
0.3,8,14.618269
0.8,3,14.619269
0.4,7,14.626443
0.4,7,14.633435
0.7,4,14.637464
0.5,6,14.641438
0.7,4,14.644464
1.0,1,14.646464
0.4,7,14.649464
0.7,4,14.654436
0.6,5,14.660435
1.0,1,14.660435
0.5,6,14.664435
0.5,6,14.671439
1.0,1,14.671439
0.5,6,14.678434
0.5,6,14.682433
0.5,6,14.687464
1.0,1,14.687464
0.3,8,14.695463
0.6,5,14.698464
-0.1,12,14.709437
0.4,7,14.714437
0.8,3,14.717441
0.6,5,14.720442
0.9,2,14.72144
0.9,2,14.723947
0.4,7,14.728953
0.5,6,14.731954
0.8,3,14.736952
1.0,1,14.736952
0.3,8,14.742952
0.3,8,14.747953
1.0,1,14.748954
0.8,3,14.751962
0.4,7,14.758953
0.6,5,14.761981
0.3,8,14.768981
0.6,5,14.772981
0.6,5,14.778956
0.3,8,14.785956
0.4,7,14.790956
0.5,6,14.796954
0.8,3,14.799953
1.0,1,14.799953
0.3,8,14.806952
0.7,4,14.809958
0.0,11,14.816955
0.4,7,14.820955
0.8,3,14.825465
1.0,1,14.825465
0.8,3,14.828469
1.0,1,14.82947
0.5,6,14.834469
0.7,4,14.83747
0.9,2,14.83851
0.9,2,14.841501
1.0,1,14.842501
1.0,1,14.842501
0.4,7,14.850496
0.7,4,14.853496
0.1,10,14.862465
1.0,1,14.862465
0.5,6,14.868467
0.8,3,14.871469
0.8,3,14.874497
0.3,8,14.88147
0.5,6,14.885469
0.4,7,14.891468
0.9,2,14.895466
0.3,8,14.901465
0.8,3,14.902465
0.5,6,14.907465
1.0,1,14.907465
0.4,7,14.915478
1.0,1,14.916478
1.0,1,14.916478
0.5,6,14.921478
0.2,9,14.927988
1.0,1,14.92999
1.0,1,14.932988
1.0,1,14.932988
0.7,4,14.935987
1.0,1,14.935987
0.7,4,14.938987
0.5,6,14.945021
0.6,5,14.950021
1.0,1,14.951024
0.9,2,14.953016
0.9,2,14.956024
0.3,8,14.963027
0.6,5,14.966021
0.0,11,14.976991
1.0,1,14.978004
0.9,2,14.980988
0.9,2,14.981988
0.5,6,14.987988
0.5,6,14.991987
0.5,6,14.997988
0.5,6,15.004017
0.8,3,15.006016
0.7,4,15.00906
0.4,7,15.015068
0.7,4,15.018056
0.9,2,15.019056
0.9,2,15.022035
0.7,4,15.025577
0.8,3,15.028577
0.9,2,15.029575
1.0,1,15.031603
0.8,3,15.034603
0.8,3,15.037573
0.7,4,15.039574
1.0,1,15.040572
1.0,1,15.040572
1.0,1,15.042573
0.6,5,15.045573
0.6,5,15.048573
1.0,1,15.048573
1.0,1,15.053573
0.5,6,15.056573
0.1,10,15.065577
1.0,1,15.066576
1.0,1,15.066576
1.0,1,15.067575
0.1,10,15.077572
0.6,5,15.080583
0.5,6,15.086577
0.9,2,15.087576
0.6,5,15.093576
0.3,8,15.098574
0.8,3,15.102577
0.2,9,15.109583
0.4,7,15.114616
1.0,1,15.115619
0.1,10,15.124165
0.9,2,15.124165
0.8,3,15.127205
1.0,1,15.127205
1.0,1,15.131174
0.5,6,15.135172
0.9,2,15.137171
0.8,3,15.13817
1.0,1,15.140171
0.7,4,15.14317
0.7,4,15.145172
0.5,6,15.150169
0.7,4,15.154168
0.8,3,15.157199
0.6,5,15.163171
0.5,6,15.168169
0.8,3,15.169169
0.5,6,15.174168
0.8,3,15.177168
0.7,4,15.18017
1.0,1,15.181176
0.7,4,15.18517
0.6,5,15.189171
0.1,10,15.198205
0.9,2,15.200174
0.6,5,15.204208
1.0,1,15.206207
1.0,1,15.206207
0.4,7,15.212233
0.3,8,15.218202
1.0,1,15.219206
1.0,1,15.219206
0.6,5,15.224714
0.9,2,15.227712
1.0,1,15.229712
0.8,3,15.232715
0.7,4,15.235714
1.0,1,15.235714
1.0,1,15.235714
0.7,4,15.238715
0.8,3,15.241714
1.0,1,15.241714
-0.1,12,15.252717
0.8,3,15.255717
0.9,2,15.260712
0.5,6,15.263711
0.5,6,15.268714
-0.2,13,15.280714
1.0,1,15.280714
0.9,2,15.283711
1.0,1,15.284711
0.7,4,15.287757
0.3,8,15.293714
0.8,3,15.295714
0.5,6,15.301714
0.5,6,15.308715
1.0,1,15.309725
0.1,10,15.315722
0.4,7,15.322754
1.0,1,15.322754
1.0,1,15.325333
0.9,2,15.326333
0.8,3,15.328333
0.5,6,15.333333
0.5,6,15.340333
1.0,1,15.341333
-0.4,15,15.356301
1.0,1,15.356301
1.0,1,15.357303
0.7,4,15.361304
0.7,4,15.364334
0.3,8,15.370304
0.8,3,15.373304
1.0,1,15.373304
0.9,2,15.3773
0.3,8,15.385301
0.5,6,15.389337
0.7,4,15.392302
0.9,2,15.3943
0.7,4,15.3973
0.1,10,15.403329
0.8,3,15.406328
0.7,4,15.408329
0.3,8,15.415362
0.2,9,15.422365
0.1,10,15.431908
0.7,4,15.435906
0.0,11,15.444902
0.6,5,15.448939
0.5,6,15.452905
0.0,11,15.460903
0.7,4,15.462903
0.9,2,15.465902
0.7,4,15.467903
0.7,4,15.472903
0.7,4,15.475902
1.0,1,15.475902
0.9,2,15.476909
0.5,6,15.484905
0.3,8,15.49194
0.8,3,15.493902
-0.1,12,15.501902
1.0,1,15.502903
0.4,7,15.507902
0.7,4,15.512968
0.5,6,15.516973
0.9,2,15.519975
1.0,1,15.519975
0.9,2,15.520974
-0.3,14,15.533496
0.6,5,15.536496
0.9,2,15.539526
0.9,2,15.540534
0.6,5,15.544532
0.4,7,15.551526
0.9,2,15.55353
0.3,8,15.5605
0.9,2,15.561499
0.3,8,15.567497
0.9,2,15.569496
0.7,4,15.573501
0.7,4,15.576501
0.6,5,15.580498
0.9,2,15.580498
0.5,6,15.588498
1.0,1,15.589534
0.4,7,15.596531
0.8,3,15.599497
0.6,5,15.603531
1.0,1,15.603531
1.0,1,15.603531
0.4,7,15.609572
0.9,2,15.61157
1.0,1,15.61157
0.5,6,15.61757
0.9,2,15.620537
0.5,6,15.626104
0.6,5,15.632104
0.7,4,15.636078
0.7,4,15.639076
0.8,3,15.641077
0.6,5,15.647076
0.5,6,15.652112
1.0,1,15.652112
1.0,1,15.657109
0.9,2,15.658108
0.7,4,15.661104
0.8,3,15.664111
0.6,5,15.669076
0.8,3,15.673104
0.6,5,15.677076
0.7,4,15.680074
1.0,1,15.681073
0.5,6,15.686074
0.6,5,15.692074
0.3,8,15.697074
0.6,5,15.702075
1.0,1,15.705076
0.5,6,15.709077
0.3,8,15.715125
0.7,4,15.71811
0.9,2,15.72011
0.8,3,15.721082
0.8,3,15.724082
0.9,2,15.727454
0.5,6,15.732458
0.5,6,15.739453
0.7,4,15.743487
0.9,2,15.743487
1.0,1,15.744487
0.8,3,15.747453
-0.1,12,15.755453
0.6,5,15.758452
0.5,6,15.763481
0.9,2,15.766453
0.5,6,15.771481
0.5,6,15.774481
0.1,10,15.784454
0.6,5,15.787454
0.8,3,15.790452
0.7,4,15.793453
0.2,9,15.799449
0.3,8,15.80445
0.5,6,15.809453
0.5,6,15.815456
0.6,5,15.818456
0.5,6,15.822456
0.7,4,15.826969
0.6,5,15.830966
0.7,4,15.833966
0.9,2,15.836968
0.3,8,15.842968
1.0,1,15.842968
0.8,3,15.845967
0.5,6,15.850968
0.9,2,15.852968
0.8,3,15.853967
0.1,10,15.862995
0.8,3,15.867966
0.7,4,15.870996
0.5,6,15.874967
0.6,5,15.878965
1.0,1,15.880965
0.5,6,15.884965
0.5,6,15.892964
0.7,4,15.895965
0.9,2,15.896965
